OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-ND,USGS North Dakota Water Science Center,USGS-06335750,"DEEP CREEK NR AMIDON, ND",Stream,,10110203,250,sq mi,,,46.57638889000000,-103.5580556000000,,1,seconds,Interpolated from Digital MAP.,NAD83,2452,feet,5,feet,Interpolated from topographic map.,NAVD88,US,38,087,,,,,,,,,NWIS
USGS-ND,USGS North Dakota Water Science Center,USGS-06336600,"BEAVER CREEK NR TROTTERS, ND",Stream,,10110204,616,sq mi,,,47.16307028000000,-103.9927057000000,,5,seconds,Interpolated from MAP.,NAD83,2372,feet,5,feet,Interpolated from topographic map.,NAVD88,US,38,033,,,,,,,,,NWIS
USGS-ND,USGS North Dakota Water Science Center,USGS-06337470,"MOCCASIN CR AT MOUTH NR MANDAREE, ND",Stream,,10110205,54,sq mi,,,47.60000966000000,-102.5110168000000,24000,1,seconds,Interpolated from MAP.,NAD83,1918,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,38,025,,,,,,,,,NWIS
USGS-ND,USGS North Dakota Water Science Center,USGS-06337480,"SQUAW CREEK AB MOUTH NR MANDAREE, ND",Stream,,10110205,52,sq mi,52,sq mi,47.64084318000000,-102.5115733000000,24000,1,seconds,Interpolated from MAP.,NAD83,1892,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,38,025,,,,,,,,,NWIS
USGS-ND,USGS North Dakota Water Science Center,USGS-06339100,"KNIFE RIVER AT MANNING, ND",Stream,,10130201,205,sq mi,,,47.23612590000000,-102.7699074000000,,5,seconds,Interpolated from MAP.,NAD83,2158.2,feet,.1,feet,Level or other surveyed method.,NAVD88,US,38,025,,,,,,,,,NWIS
USGS-ND,USGS North Dakota Water Science Center,USGS-06340000,"SPRING CREEK AT ZAP, ND",Stream,,10130201,549,sq mi,,,47.28611880000000,-101.9257260000000,,5,seconds,Interpolated from MAP.,NAD83,1820.7,feet,.1,feet,Level or other surveyed method.,NAVD88,US,38,057,,,,,,,,,NWIS
USGS-ND,USGS North Dakota Water Science Center,USGS-06342260,"SQUARE BUTTE CREEK BELOW CENTER, ND",Stream,,10130101,146,sq mi,,,47.05749409000000,-101.1957001000000,,5,seconds,Interpolated from MAP.,NAD83,1866,feet,5,feet,Interpolated from topographic map.,NAVD88,US,38,065,,,,,,,,,NWIS
USGS-ND,USGS North Dakota Water Science Center,USGS-06342500,"MISSOURI RIVER AT BISMARCK, ND",Stream,,10130101,186400,sq mi,,,46.81416667000000,-100.8213889000000,,1,seconds,Interpolated from Digital MAP.,NAD83,1619.6,feet,.1,feet,Level or other surveyed method.,NAVD88,US,38,015,,,,,,,,,NWIS
USGS-ND,USGS North Dakota Water Science Center,USGS-06343000,"HEART RIVER NR SOUTH HEART, ND",Stream,,10130202,311,sq mi,,,46.86556675000000,-102.9485116000000,24000,1,seconds,Interpolated from MAP.,NAD83,2431.25,feet,.01,feet,Level or other surveyed method.,NAVD88,US,38,089,,,,,,,,,NWIS
USGS-ND,USGS North Dakota Water Science Center,USGS-06344600,"GREEN RIVER NR NEW HRADEC, ND",Stream,,10130202,152,sq mi,,,47.02779158000000,-103.0532355000000,,5,seconds,Interpolated from MAP.,NAD83,2512,feet,5,feet,Interpolated from topographic map.,NAVD88,US,38,007,,,,,,,,,NWIS
USGS-ND,USGS North Dakota Water Science Center,USGS-06347000,"ANTELOPE CREEK NR CARSON, ND",Stream,,10130203,221,sq mi,,,46.54528390000000,-101.6454228000000,,1,seconds,Interpolated from MAP.,NAD83,1962,feet,5,feet,Interpolated from topographic map.,NAVD88,US,38,037,,,,,,,,,NWIS
USGS-ND,USGS North Dakota Water Science Center,USGS-06347500,"BIG MUDDY CREEK NEAR ALMONT, ND",Stream,,10130203,456,sq mi,,,46.69444606000000,-101.4673665000000,,5,seconds,Interpolated from MAP.,NAD83,1866.11,feet,.1,feet,GNSS4 - Level 4 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,38,059,,,,,,,,,NWIS
USGS-ND,USGS North Dakota Water Science Center,USGS-06348500,"SWEETBRIAR CREEK NR JUDSON, ND",Stream,,10130203,157,sq mi,,,46.85110718000000,-101.2531972000000,,1,seconds,Interpolated from MAP.,NAD83,1887.75,feet,.01,feet,Level or other surveyed method.,NAVD88,US,38,059,,,,,,,,,NWIS
USGS-ND,USGS North Dakota Water Science Center,USGS-06349500,"APPLE CREEK NR MENOKEN, ND",Stream,,10130103,1680,sq mi,1180,sq mi,46.79443787000000,-100.6573459000000,,5,seconds,Interpolated from MAP.,NAD83,1640.0,feet,.1,feet,Level or other surveyed method.,NAVD88,US,38,015,,,,,,,,,NWIS
USGS-ND,USGS North Dakota Water Science Center,USGS-06350000,"CANNONBALL RIVER AT REGENT, ND",Stream,,10130204,580,sq mi,,,46.42667116000000,-102.5518303000000,,5,seconds,Interpolated from MAP.,NAD83,2424.6,feet,.1,feet,Level or other surveyed method.,NAVD88,US,38,041,,,,,,,,,NWIS
USGS-ND,USGS North Dakota Water Science Center,USGS-06352000,"CEDAR CREEK NR HAYNES, ND",Stream,,10130205,553,sq mi,,,46.15528136000000,-102.4757133000000,,5,seconds,Interpolated from MAP.,NAD83,2474.5,feet,.1,feet,Level or other surveyed method.,NAVD88,US,38,001,,,,,,,,,NWIS
USGS-ND,USGS North Dakota Water Science Center,USGS-06354580,"BEAVER CREEK BL LINTON, ND",Stream,,10130104,765,sq mi,665,sq mi,46.26860150000000,-100.2526142000000,,5,seconds,Interpolated from MAP.,NAD83,1683.57,feet,.1,feet,Global Positioning System.,NAVD88,US,38,029,,,,,,,,,NWIS
USGS-ND,USGS North Dakota Water Science Center,USGS-06467600,"JAMES RIVER NR MANFRED, ND",Stream,,10160001,113,sq mi,56,sq mi,47.64605556000000,-99.8295278000000,,1,seconds,Interpolated from Digital MAP.,NAD83,1607.03,feet,.01,feet,Level or other surveyed method.,NAVD88,US,38,103,,,,,,,,,NWIS
USGS-ND,USGS North Dakota Water Science Center,USGS-06469400,"PIPESTEM CREEK NR PINGREE, ND",Stream,,10160002,700,sq mi,260,sq mi,47.16749480000000,-98.9689998000000,,5,seconds,Interpolated from MAP.,NAD83,1501.9,feet,.1,feet,Level or other surveyed method.,NAVD88,US,38,093,,,,,,,,,NWIS
USGS-ND,USGS North Dakota Water Science Center,USGS-06470800,"BEAR CREEK NR OAKES, ND",Stream,,10160003,357,sq mi,102,sq mi,46.22524390000000,-98.0717676000000,,5,seconds,Interpolated from MAP.,NAD83,1292.4,feet,.1,feet,Level or other surveyed method.,NAVD88,US,38,021,,,,,,,,,NWIS
USGS-ND,USGS North Dakota Water Science Center,USGS-480339098101300,"LAKE LARETTA NR MICHIGAN, ND","Lake, Reservoir, Impoundment",,09020201,,,,,48.06083016000000,-98.1706571000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,38,063,,,,,,,,,NWIS
USGS-ND,USGS North Dakota Water Science Center,USGS-480552098145300,"MCHUGH SLOUGH NEAR LAKOTA, ND","Lake, Reservoir, Impoundment",,09020201,,,,,48.09777580000000,-98.2484362000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,38,063,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,USGS-06466500,"Bazile Creek near Niobrara, Nebr.",Stream,,10170101,440,sq mi,,,42.73222220000000,-97.9225000000000,,1,seconds,Interpolated from MAP.,NAD83,1243.32,feet,.01,feet,Level or other surveyed method.,NGVD29,US,31,107,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,USGS-06775900,"Dismal River near Thedford, Nebr.",Stream,,10210002,966,sq mi,30.00,sq mi,41.77861110000000,-100.5252778000000,,1,seconds,Interpolated from MAP.,NAD83,2800.18,feet,.05,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,31,171,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,USGS-06796500,"Platte River near Leshara, Nebr.",Stream,,10200202,,,,,41.32000000000000,-96.4038889000000,24000,1,seconds,Interpolated from MAP.,NAD83,1144.47,feet,.10,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,31,055,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,USGS-06800000,"Maple Creek near Nickerson, Nebr.",Stream,,10220003,368,sq mi,,,41.56116667000000,-96.5408333000000,,1,seconds,Interpolated from Digital MAP.,NAD83,1211.62,feet,.01,feet,Level or other surveyed method.,NGVD29,US,31,053,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,USGS-06800500,"Elkhorn River at Waterloo, Nebr.",Stream,,10220003,6900,sq mi,5870.00,sq mi,41.29333330000000,-96.2838889000000,,1,seconds,Interpolated from MAP.,NAD83,1105.19,feet,.10,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,31,055,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,USGS-06801000,"Platte River near Ashland, Nebr.",Stream,,10200202,83600,sq mi,69300,sq mi,41.06222220000000,-96.3247222000000,24000,1,seconds,Interpolated from MAP.,NAD83,1040.59,feet,.1,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,31,153,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,USGS-06803525,SALT CR BL STEVENS CR NR WAVERLY NEBR,Stream,,10200203,,,,,40.90499960000000,-96.5861224000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,31,109,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,USGS-06805000,"Salt Creek Near Ashland, Nebr.",Stream,,10200203,1640,sq mi,1588.00,sq mi,41.05166667000000,-96.3386111000000,,1,seconds,Interpolated from MAP.,NAD83,1042.04,feet,.01,feet,Level or other surveyed method.,NGVD29,US,31,155,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,USGS-06805500,"Platte River at Louisville, Nebr.",Stream,,10200202,85370,sq mi,71000.00,sq mi,41.01527778000000,-96.1577778000000,,1,seconds,Interpolated from MAP.,NAD83,1007.10,feet,.01,feet,Level or other surveyed method.,NGVD29,US,31,153,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,USGS-410159096181001,12N 10E 4CDAA1 M90-34R,Well,,10200202,,,,,41.03305400000000,-96.3030693000000,24000,1,seconds,Interpolated from MAP.,NAD83,1052,feet,10,feet,Interpolated from topographic map.,NGVD29,US,31,153,Alluvial aquifers,"Sand and Gravel Deposits, Undifferentiated",Unconfined single aquifer,19831006,80,ft,80,ft,NWIS
USGS-NE,USGS Nebraska Water Science Center,USGS-410233096181801,12N 10E 4BADB 1  M90-33R EAST WELL,Well,,10200202,,,,,41.04249850000000,-96.3052920000000,,1,seconds,Interpolated from MAP.,NAD83,1052,feet,5,feet,Interpolated from topographic map.,NGVD29,US,31,153,Alluvial aquifers,,Unconfined single aquifer,19830827,93.5,ft,93.5,ft,NWIS
USGS-NE,USGS Nebraska Water Science Center,USGS-410303096192901,13N 10E32CABC1  M90-36R,Well,,10200203,,,,,41.05083185000000,-96.3250143000000,24000,5,seconds,Interpolated from MAP.,NAD83,1056,feet,10,feet,Interpolated from topographic map.,NGVD29,US,31,155,Alluvial aquifers,"Sand and Gravel Deposits, Undifferentiated",Unconfined single aquifer,19900904,56,ft,86,ft,NWIS
USGS-NE,USGS Nebraska Water Science Center,USGS-410312096183901,13N 10E32ADDD1  M90-30R,Well,,10200202,,,,,41.05333189000000,-96.3111258000000,,5,seconds,Interpolated from MAP.,NAD83,1056,feet,10,feet,Interpolated from topographic map.,NGVD29,US,31,153,Alluvial aquifers,"Sand and Gravel Deposits, Undifferentiated",Unconfined single aquifer,19900629,46,ft,52,ft,NWIS
USGS-NE,USGS Nebraska Water Science Center,USGS-410333095530101,"Missouri River near La Platte, Nebr.",Stream,,10230006,,,,,41.05935278000000,-95.8836694000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,931.64,feet,1.6,feet,Differentially corrected Global Positioning System.,NAVD88,US,31,153,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,USGS-410612096220601,13N  9E14AAAA1 M90-4,Well,,10200203,,,,,41.10305450000000,-96.3686277000000,,5,seconds,Interpolated from MAP.,NAD83,1075.00,feet,5,feet,Interpolated from topographic map.,NGVD29,US,31,155,Alluvial aquifers,Quaternary System,,19900608,96.00,ft,98.00,ft,NWIS
USGS-NE,USGS Nebraska Water Science Center,USGS-410703096205301,13N 10E 7BBBB1 M90-2,Well,,10200202,,,,,41.11749907000000,-96.3483510000000,,5,seconds,Interpolated from MAP.,NAD83,1075.00,feet,10,feet,Unknown.,NGVD29,US,31,155,Alluvial aquifers,Quaternary System,Unconfined single aquifer,19900605,106.0,ft,110.0,ft,NWIS
USGS-NE,USGS Nebraska Water Science Center,USGS-410707096220601,13N  9E 2DDDD1 M90-1,Well,,10200203,,,,,41.11861020000000,-96.3686286000000,,5,seconds,Interpolated from MAP.,NAD83,1077.00,feet,10,feet,Unknown.,NGVD29,US,31,155,Alluvial aquifers,Quaternary System,Unconfined single aquifer,19900531,130.00,ft,135.00,ft,NWIS
USGS-NE,USGS Nebraska Water Science Center,USGS-411636095535401,"MISSOURI R AT FREEDOM PARK OMAHA, NE",Stream,,10230006,,,,,41.27677778000000,-95.8985833000000,24000,1,seconds,Reported.,NAD83,980,feet,10,feet,Interpolated from topographic map.,NAVD88,US,31,055,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,USGS-412126095565201,"Missouri River at NP Dodge Park at Omaha, Nebr.",Stream,,10230006,,,,,41.35747220000000,-95.9477778000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,981,feet,10,feet,Interpolated from topographic map.,NAVD88,US,31,055,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,USGS-412637095565901,17N 13E16DBAA1 (M-BC1),Well,,10230006,,,,,41.44361110000000,-95.9497222000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,995,feet,5,feet,Interpolated from topographic map.,NGVD29,US,31,177,Alluvial aquifers,Sand and Gravel Deposits,Unconfined single aquifer,19990208,100,ft,111,ft,NWIS
USGS-NE,USGS Nebraska Water Science Center,USGS-412637095565903,17N 13E16DBAA3 (M-BC3),Well,,10230006,,,,,41.44361110000000,-95.9497222000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,995,feet,5,feet,Interpolated from topographic map.,NGVD29,US,31,177,Alluvial aquifers,Sand and Gravel Deposits,Unconfined single aquifer,19990210,25,ft,27,ft,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-01367625,Wallkill River at Sparta NJ,Stream,,02020007,5.88,sq mi,,,41.04027778000000,-74.6297222000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,34,037,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-01367770,Wallkill River near Sussex NJ,Stream,,02020007,60.8,sq mi,,,41.19388889000000,-74.5752777800000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,34,037,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-01367800,Papakating Creek at Pellettown NJ,Stream,,02020007,15.8,sq mi,,,41.16277778000000,-74.6752777800000,24000,1,seconds,Interpolated from MAP.,NAD83,414.28,feet,.5,feet,Level or other surveyed method.,NAVD88,US,34,037,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-01367815,Papakating Creek near McCoys Corner NJ,Stream,,02020007,,,,,41.17711110000000,-74.6405000000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,34,037,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-01367950,Quarryville Brook near Sussex NJ,Stream,,02020007,4.50,sq mi,,,41.23447220000000,-74.5726111000000,24000,1,seconds,Interpolated from MAP.,NAD83,410,feet,10,feet,Interpolated from topographic map.,NGVD29,US,34,037,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-01368000,Wallkill River near Unionville Ny,Stream,,02020007,140,sq mi,,,41.26009487000000,-74.5484934000000,24000,1,seconds,Interpolated from MAP.,NAD83,379.28,feet,.01,feet,Level or other surveyed method.,NGVD29,US,34,037,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-01368012,Wallkill River tributary 4 near Rockport NJ,Stream,,02020007,,,,,41.29752778000000,-74.5887222000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,34,037,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-01368820,Double Kill at Wawayanda NJ,Stream,,02020007,6.46,sq mi,,,41.18694444000000,-74.4200000000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,34,037,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-01368823,Lake Lookout Brook Trib near Kempe NJ,Stream,,02020007,,,,,41.16180556000000,-74.4226388900000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,34,037,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-01377000,Hackensack River at Rivervale NJ,Stream,,02030103,58.0,sq mi,,,40.99916667000000,-73.9891667000000,24000,1,seconds,Interpolated from MAP.,NAD83,22.51,feet,.01,feet,Level or other surveyed method.,NGVD29,US,34,003,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-01378400,Dwars Kill at Anderson Ave at Alpine NJ,Stream,,02030103,0.35,sq mi,,,40.97666667000000,-73.9341667000000,24000,1,seconds,Interpolated from MAP.,NAD83,160,feet,10,feet,Interpolated from topographic map.,NGVD29,US,34,003,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-01378560,Coles Bk at Hackensack NJ,Stream,,02030103,7.00,sq mi,,,40.91111110000000,-74.0402777800000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,34,003,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-01378671,Passaic R abve Indian Grave Bk nr Bernardsville NJ,Stream,,02030103,,,,,40.74152778000000,-74.5490277800000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,34,035,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-01378780,Primrose Bk at Morristown National Hist Park NJ,Stream,,02030103,1.07,sq mi,,,40.76500000000000,-74.5297222000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,34,027,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-01379200,Dead River near Millington NJ,Stream,,02030103,20.8,sq mi,,,40.64972220000000,-74.5241667000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,34,035,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-01380100,Beaver Brook at Rockaway NJ,Stream,,02030103,22.2,sq mi,,,40.90222220000000,-74.5013888900000,24000,1,seconds,Interpolated from MAP.,NAD83,510,feet,10,feet,Interpolated from topographic map.,NAVD88,US,34,027,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-0138013550,Rockaway River trib 3 near Rockaway Valley NJ,Stream,,02030103,,,,,40.92091667000000,-74.4600556000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,34,027,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-01380295,Stony Brook trib near Lake Juliet NJ,Stream,,02030103,2.49,sq mi,,,40.95111110000000,-74.4130556000000,24000,1,seconds,Interpolated from MAP.,NAD83,490,feet,10,feet,Interpolated from topographic map.,NGVD29,US,34,027,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-01381720,West Brook near Whippany NJ,Stream,,02030103,,,,,40.83236110000000,-74.4074444000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,34,027,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-01381800,Whippany River near Pine Brook NJ,Stream,,02030103,68.5,sq mi,,,40.84500000000000,-74.3472222000000,24000,1,seconds,Interpolated from MAP.,NAD83,162,feet,2,feet,Interpolated from topographic map.,NGVD29,US,34,027,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-01382000,Passaic River at Two Bridges NJ,Stream,,02030103,361,sq mi,,,40.89722220000000,-74.2727777800000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,34,013,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-01387500,Ramapo River near Mahwah NJ,Stream,,02030103,120,sq mi,120,sq mi,41.09805556000000,-74.1627777800000,24000,1,seconds,Interpolated from MAP.,NAD83,253.10,feet,.01,feet,Level or other surveyed method.,NGVD29,US,34,003,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-01387630,Macmillan Re out stream near Darlington NJ,Stream,,02030103,0.89,sq mi,,,41.07888889000000,-74.1963888900000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,34,003,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-01387968,Haycock Brook tributary near Pompton Lakes NJ,Stream,,02030103,,,,,40.99008330000000,-74.2564722000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,34,031,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-01388720,Beaver Dam Brook at Ryerson Rd at Lincoln Park NJ,Stream,,02030103,13.1,sq mi,,,40.92638889000000,-74.2927777800000,24000,1,seconds,Interpolated from MAP.,NAD83,150,feet,10,feet,Interpolated from topographic map.,NGVD29,US,34,027,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-01389020,Preakness Brook tributary near North Haledon NJ,Stream,,02030103,,,,,40.96302778000000,-74.2124722000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,34,031,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-01389500,Passaic River at Little Falls NJ,Stream,,02030103,762,sq mi,,,40.88472220000000,-74.2261111000000,24000,1,seconds,Interpolated from MAP.,NAD83,120.00,feet,.01,feet,Level or other surveyed method.,NGVD29,US,34,031,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-01389710,Slippery Rock Bk at Barbour P at Woodland Park NJ,Stream,,02030103,0.59,sq mi,,,40.90055556000000,-74.1827777800000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,34,031,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-01391500,Saddle River at Lodi NJ,Stream,,02030103,54.6,sq mi,,,40.89027778000000,-74.0805556000000,24000,1,seconds,Interpolated from MAP.,NAD83,25.00,feet,.01,feet,Level or other surveyed method.,NGVD29,US,34,003,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-01393350,West Branch Elizabeth River near Union NJ,Stream,,02030104,2.53,sq mi,,,40.69222220000000,-74.2436111000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,34,039,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-01394500,Rahway River near Springfield NJ,Stream,,02030104,25.5,sq mi,,,40.68750000000000,-74.3116667000000,24000,1,seconds,Interpolated from MAP.,NAD83,66.17,feet,.02,feet,Level or other surveyed method.,NGVD29,US,34,039,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-01395000,Rahway River at Rahway NJ,Stream,,02030104,40.9,sq mi,,,40.61888889000000,-74.2833333000000,24000,1,seconds,Interpolated from MAP.,NAD83,8.77,feet,.01,feet,Level or other surveyed method.,NGVD29,US,34,039,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-01396588,Spruce Run near Glen Gardner NJ,Stream,,02030105,15.3,sq mi,15.3,sq mi,40.67805556000000,-74.9180556000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,34,019,,,,,,,,,NWIS
